Title, Authors, Participant/Performer, Contents, Other_Authors,
"Identity, history, legacy [sound recording] : La Société Philharmonique.
",N/A,"Ruthie Foster, vocals; George Porter, Jr., electric bass; Ike Stubblefield, Hammond B3 organ, piano; Russell Batiste, drums; Dave Easley, pedal steel guitar; James Rivers, tenor saxophone; with special guests the Blind Boys of Alabama and WIlliam Bell.
","CD: Semiramide. Overture / Rossini -- Rappelle-toi : romance for tenor and piano / Snaër -- La sonnambula. De' lieti auguri a voi / Bellini -- L'elisir d'amore. Una furtiva lagrima / Donizetti -- La retour de Napoléon / Séjour -- La vie Parisienne. Overture / Offenbach -- La traviata : fantasy for violin and piano, op. 38 / Alard -- Chicago waltz = (Grand valse à l'américaine) / Dédé -- Rigoletto. Caro nome ; La donna è mobile / Verdi -- Offertoire in D minor / Batiste -- Le prophète. Marche du sacre / Meyerbeer. DVD: Two commentaries on free people of color and music -- Students discuss free people of color -- Students interview the conductor -- Interview with LPO concertmaster -- Interview with LPO timpanist -- Student virtual field trip -- The complete concert La Société Philharmonique.
","Prieto, Carlos Miguel.

Wilkins, Thomas (Conductor)

Atwood, Jim (Timpanist)

Meyer, Joseph (Violinist)

Monnot, Jean-Baptiste.

Jordan, Kisma Rachel.

Sojola, Phumzile.

Harris, Walter, 1947-

Lemmon, Alfred E. (Alfred Emmette), 1949-

Ferguson, Phoebe.

Watson, Tim (Video director)

Rossini, Gioacchino, 1792-1868. Semiramide. Sinfonia.

Snaër, Samuel. Rappelle-toi.

Bellini, Vincenzo, 1801-1835. Sonnambula. De' lieti auguri a voi.

Donizetti, Gaetano, 1797-1848. Elisir d'amore. Furtiva lagrima.

Séjour, Victor, 1817-1874. Retour de Napoléon.

Offenbach, Jacques, 1819-1880. Vie parisienne. Selections; arranged.

Alard, Jean Delphin, 1815-1888. Traviata.

Dédé, Edmond, 1827-1901. Chicago.

Verdi, Giuseppe, 1813-1901. Rigoletto. Caro nome.

Verdi, Giuseppe, 1813-1901. Rigoletto. Donna è mobile.

Batiste, Edouard, 1820-1876. Offertories, organ, op. 3, D minor.

Meyerbeer, Giacomo, 1791-1864. Prophète. Marche du sacre.

Historic New Orleans Collection.

Société Philharmonique.

"
"Let it burn [sound recording] / Ruthie Foster.
",N/A,N/A,N/A,"Porter, George, Jr.

Stubblefield, Ike.

Batiste, Russell, 1965-

Easley, Dave.

Rivers, James, 1937-

Bell, William, 1939-

Blind Boys of Alabama.

"
"Triolian String Band [sound recording] / Lars Edegran.
","Batiste Brothers Band.

","Russell Batiste and Friends (Russell Batiste, Jr., Sazo Shibayama, Phil Breen, Chris Spies, Kensuke ""Kenny Kane"" Yamamoto, Bill Richards, Jason Neville)
",N/A,"Batiste, Lionel, 1932-2012.

Lars Edegran Triolian String Band.

"
"Follow your dreams [sound recording] / Russell Batiste and Friends.
",N/A,"Jamal Batiste, drums, bass, keyboards, sound effects, vocals ; with additional musicians.
",N/A,"Batiste, Russell, 1965-

"
"Just Jamal [sound recording] : the unorthodox drummer.
",N/A,N/A,N/A,"McCoy, Darryl, composer.

Batiste, Michael, composer, performer.

Nocentelli, Leo, instrumentalist.

Mayfield, Irvin, instrumentalist.

King, Evelyn Champagne, singer.

Summers, Bill, 1948- composer, instrumentalist.

Wiggins, Dwayne, instrumentalist.

Creecy Sharper, Candace, singer.

Creecy, Alana, singer.

"
"New Orleans funk experience [sound recording].
","Porter Batiste Stoltz (Musical group)

","Cassandra Wilson, vocals, synthesizer, bass drum ; with, variously: Marvin Sewell, Luke Laird, Brandon Ross, guitars ; Reginald Veal, bass ; Herlin Riley, drums ; Jonathan Batiste, piano, Fender Rhodes ; Lekan Babalola, percussion ; Ravi Coltrane, tenor saxophone ; Helen Gillet, cello, vielle ; John Legend, vocals, piano.
","Lover & a friend (Eddie Bo & Inez Cheatham) -- Mean man (Betty Harris) -- Let the groove move you (Gus the Groove Lewis) -- Boogaloo Mardi Gras (Bobby Williams [Group]) -- La la man (Oliver Morgan) -- Pass the hatchet (Roger & his Gypsies) -- What you gonna do (Eddie Bo) -- All I want is you (Zila Mays) -- Ooh poo pah do (Skip Easterling) -- Come back & see (Chris Kenner) -- Undivided love (Eskew Reeder) -- The book (Eldridge Holmes) -- Sinner girl (Benny Spellman) -- Being without you (Maurice Williams) -- Don't you just know it (Huey Piano Smith) -- Don't ever leave me (Maurice Williams & the Zodiacs) -- Gonna make you eat my words (Eddie Lang) -- Son of a slave (Larry Darnell) -- Brotherman, sister Ann (Clemen Smith) -- Funky soul (Dave Batiste & the Gladiators) -- Gator tail (Lee Dorsey) -- Mini-skirts & soul (Chris Kenner) -- Fence of love (Eddie Bo) -- Star revue (Warren Lee).
","Smith, Andy, DJ.

Rudland, Dean.

Bo, Eddie.

Cheatham, Inez.

Harris, Betty, 1939-

Lewis, Gus.

Morgan, Oliver (Singer)

Mays, Zilla.

Easterling, Skip, 1945-

Kenner, Chris.

Reeder, Eskew.

Holmes, Eldridge.

Spellman, Benny.

Williams, Maurice, 1938-

Smith, Huey.

Little Eddie.

Darnell, Larry, 1929-1983.

Smith, Clemen.

Batiste, David.

Dorsey, Lee.

Lee, Warren (Vocalist)

Bobby Williams Group.

Roger & the Gypsies (Musical group)

Zodiacs (Musical group)

Gladiators (Musical group : David Batiste)

"
"Silver pony [sound recording] / Cassandra Wilson.
","Batiste, David R., Sr.

","Joe Krown, Hammond B-3 organ ; Walter ""Wolfman"" Washington, guitar, vocals ; Russell Batiste Jr., drums, background vocals.
",N/A,"Sewell, Marvin.

Veal, Reginald.

Riley, Herlin.

Batiste, Jonathan.

Babalola, Lekan.

Coltrane, Ravi.

Gillet, Helen.

Legend, John.

Laird, Luke.

Ross, Brandon.

"
"Triple threat [sound recording] / Joe Krown, Russell Batiste Jr., Walter ""Wolfman"" Washington.
",N/A,N/A,N/A,"Washington, Walter.

Batiste, Russell, 1965-

"
"WWOZ 30 years [sound recording] : don't stop the music.
",N/A,"Champion Jack Dupree, vocal, piano, with, variously: Bill Gaither, guitar; Wilson Swain, bass; Ransom Knowling, bass; Jesse Ellery, guitar; Sonny Terry, harmonica; Brownie McGhee, guitar; Count Edmondson, bass; Jesse Powell, tenor sax; Melvin Merritt, drums; Mickey Spider, trumpet; Cedric Wallace, bass; Gene Moore, drums; Lonnie Scott, piano; Al King, tenor sax; Wilbert Ellis, piano; Thomas Barney, bass; Ernest Hayward, drums; Earl Johnson, drums; The Empires; Stick McGhee, guitar; Bob Harris, bass; Willie Jones, drums; Sidney Grant, tenor sax; Mickey Baker, guitar; John Taylor, drums; Papa Lightfoot, harmonica; Milton Baptiste, trumpet; Nat Perrilliat, tenor sax; Edwin Moire, guitar; Charles Connor, drums.
","A change is gonna come (The Campbell Brothers) (5:39) -- Blue drag (Allen Toussaint Jazzity Project) (6:30) -- Mean man (Betty Harris) (2:55) -- Tschpiso (Roy Hargrove Big Band) (7:06) -- Jessica's birthday (Roderick Paulin and the Big Easy Groovers) (6:27) -- Ain't no use (Russell Batiste & friends featuring Jason Neville) (4:32) -- Dance, dance, dance, dance, dance (Johnny Sketch & the Dirty Notes) (5:58) -- Wade in the water (The Friendly Travelers) (4:21) -- Leave me alone (Dr. Klaw) (6:33).
","Harris, Betty, 1939- performer.

Paulin, Roderick, performer.

Batiste, Russell, 1965- performer.

Neville, Jason, performer.

Sketch, Johnny, performer.

Campbell Brothers, performer.

Allen Toussaint Jazzity Project, performer.

Roy Hargrove Big Band, performer.

Big Easy Groovers (Musical group), performer.

Dirty Notes (Musical group), performer.

Friendly Travelers (Musical group), performer.

Dr. Klaw (Musical group), performer.

WWOZ (Radio station : New Orleans, La.), sponsoring body.

"
"Champion Jack Dupree [sound recording].
","Porter Batiste Stoltz (Musical group)

","Eddie Harris, tenor saxophone (tracks 1-7); Ellis Marsalis, piano (all tracks) ; Jonathan Batiste (tracks 8-11), piano ; Jason Stewart, bass (track 12) ; Jason Marsalis, drums (track 12)
",N/A,"Gaither, Bill, 1910-1970.

Swain, Wilson.

Knowling, Ransom.

Ellery, Jesse.

Terry, Sonny.

McGhee, Brownie, 1915-1996.

Powell, Jesse, 1924-

Merritt, Melvin.

Spider, Mickey.

Wallace, Cedric.

Moore, Gene (Drummer)

Scott, Lonnie.

King, Al (Saxophonist)

Ellis, Wilbert, 1914-1977.

Barney, Tom.

Hayward, Ernest.

Johnson, Earl.

McGhee, Sticks, 1918-1961.

Harris, Bob.

Jones, Willie, 1929-1991.

Grant, Sidney (Saxophonist)

Baker, Mickey.

Taylor, John (Blues musician)

Lightfoot, Papa George.

Batiste, Milton.

Perrilliat, Nat.

Moire, Edwin.

Connor, Charles.

Empires (Musical group)

"
"Homecoming [sound recording] / Eddie Harris, Ellis Marsalis.
","Batiste, Alvin.

",N/A,N/A,"Marsalis, Ellis.

Batiste, Jonathan.

Stewart, Jason.

Marsalis, Jason.

"
"Like mystics of old [sound recording] / Cliff Hines Quintet.
","Batiste, Alvin.

",N/A,N/A,"Samuel-Hine, Cliff.

Batiste, Alvin.

"
"New Orleans. Going home to New Orleans [sound recording].
",N/A,"Paul Batiste, vocals, guitar, keyboard, drum machine ; David Batiste, Sr., keyboard ; Michael Batiste, vocals, bass guitar ; David R. Batiste, Jr., drums ; Peter Batiste, keyboard ; Damon Batiste, congos and drums ; with accompanying vocalists.
","Sneakin' Sally through the alley (Lee Dorsey) -- Ease back (The Meters) -- Get ta steppin' (Robert Parker) -- Funky soul : (part 1) (David Batiste & the Gladiators) -- What you gonna do (Eddie Bo) -- Love lots of lovin' (Lee Dorsey & Betty Harris) -- Come see about me (Chris Kenner) -- Poor boy got to move (Allen Toussaint & The Stokes) -- A certain girl (Ernie K Doe) -- It's raining (Irma Thomas) -- Heartaches (Art Neville) -- Blues, tears & sorrow (John Williams & the Tick Tocks) -- Creole baby (Al Michael) -- A losing battle (Johnny Adams) -- I feel good (Benny Spellman) -- From a whisper to a scream (Allen Toussaint) -- Gossip, gossip (Diamond Joe) -- The la-la man (Oliver Morgan) -- Fair child (Willie West) -- Going home (Aaron Neville).
","Dorsey, Lee.

Parker, Robert, 1930-

Batiste, David.

Bo, Eddie.

Harris, Betty, 1939-

Kenner, Chris.

Toussaint, Allen.

K-Doe, Ernie.

Thomas, Irma.

Neville, Art, 1937-

Williams, John, -1972.

Michael, Al.

Adams, Johnny.

Spellman, Benny.

Diamond Joe.

Morgan, Oliver (Singer)

West, Willie.

Neville, Aaron, 1941-

Meters (Musical group)

Gladiators (Musical group : David Batiste)

Stokes (Musical group)

Tick Tocks (Musical group)

"
"New Orleans music [sound recording] / Batiste Brothers Band.
",N/A,"Leo Nocentelli, guitar, vocals ; with Dr. John ; Al ""No Question"" Johnson ; James ""Gadtoon"" Gadson ; Stanton Moore ; Big Chief Donald Harrison ; Russell Batiste ; Harold Allen ; Al ""DeMille"" Margolis ; Johnny ""J.D Schellnut"" Schell.
",N/A,"John, Dr., 1940-

Johnson, Al.

Gadson, James (Drummer)

Moore, Stanton.

Harrison, Donald, 1960-

Batiste, Russell, 1965-

Allen, Harold, Jr.

Margolis, Al.

Schell, Johnny.

"
"Rhythm & rhymes. Part one [sound recording] / Leo Nocentelli.
",N/A,"Joe Krown, Hammond B-3 organ ; Walter Wolfman Washington, guitar, vocals ; Russell Batiste, Jr., durms, background vocals.
",N/A,"Washington, Walter.

Batiste, David Russell, Jr.

"
"Live at the Maple Leaf [sound recording] / Joe Krown, Walter Wolfman Washington, Russell Batiste, Jr.
",N/A,"George Porter Jr., bass guitar, vocals; Russell Batiste Jr., drums, vocals; Brian Stoltz, guitar, vocals; Page McConnell, special guest on keyboards.
","Steal away / J. Hughes (6:22) -- What's going on / m. Gaye (5:31) -- Maple Leaf strut / R. Batiste [Jr.] (6:00) -- Use me / B. Withers (8:22) -- Talk to me, talk to me / J. Seneca (7:25) -- Under the influence / J. Krown (7:39) -- I feel so bad / S. (Lightnin') Hopkins (6:36) -- Sunday night crawfish / R. Batiste Jr. (6:12) -- You can stay but the noise got to go / J. (Guitar) Watson (6:04).
","Porter, George, Jr.

Batiste, David Russell, Jr.

Stoltz, Brian.

McConnell, Page.

"
"Moodoo [sound recording] / Porter Batiste Stoltz.
",N/A,"David R. Batiste Sr. (vocal & keyboard) ; Jamal Batiste, drummer ; Ryan Batiste, drummer & vocal ; Ian Cunningham, guitar ; Steve Dimont, guitar ; Sage Takeuchi, guitar ; Michael Ballard, bass guitar ; Joseph Beard, bass guitar.
",N/A,N/A
"New Orleans is coming back [sound recording] / David Batiste & the Gladiators.
","Batiste, Lionel, 1932-2012.

","The Treme Brass Band (Benny Jones, Sr., leader, snare drum ; Corey Henry, Eddie King, Jr., trombone ; Lionel Batiste, bass drum, vocals ; Khari Lee, tenor sax ; Roger Lewis, alto and baritone sax ; Bruce Brackman, clarinet  ; Carl Leblanc, banjo ; Kenneth Terry, trumpet, vocals ; Julius Mckee, tuba) ; with special guests: Shannon Powell, Herlin Riley, percussion ; Mari Watanabe, piano.
",N/A,N/A
"New Orleans music! [sound recording] / the Treme Brass Band.
",N/A,N/A,N/A,N/A
"A New Orleans visit before Katrina [sound recording].
",N/A,"Porter Batiste Stoltz (George Porter, Jr., bass & vocals ; Russell Batiste, Jr., drums & vocals ; Brian Stoltz, guitar & vocals)
","J'ai passé devant ta porte (Michael & David Doucet) -- La jog a plombeau (Michael & David Doucet) -- Hey! la bas (Miss Lollypop, vocals ; Michael & David Doucet) -- Malinda (Michael & David Doucet) -- Bosco stomp (Michael & David Doucet) -- Tasso (Michael & David Doucet) -- Creole blues (Sammy Rimington, Michael Doucet) -- I'm alone because I love you (Lionel Batiste, Sr., vocals ; Sammy Rimington, Michael Doucet) -- The blues won't let me take my rest (Henry Gray) -- Henry's bounce (Henry Gray) -- The little red rooster (Henry Gray) -- Cold chills (Henry Gray) -- Zydeco et la encore (""Sunpie"" Barnes, Michael Doucet) -- Joe Pitre got two women = Joe Pitre et deux femme (""Sunpie"" Barnes, Michael Doucet) -- Baby please don't go (""Sunpie"" Barnes, Michael Doucet) -- Just a closer walk with thee (Tremè Brass Band) -- I'll fly away (Tremè Brass Band) -- Sing on (Tremè Brass Band).
","Porter, George, Jr.

Batiste, Russell, 1965-

Stoltz, Brian.

"
"Porter Batiste Stoltz [sound recording].
",N/A,"Porter Batiste Stoltz (George Porter, Jr., bass, vocals ; Russell Batiste, Jr., drums, vocals ; Brian Stoltz, guitar, vocals) ; Bonerama (Craig Klein, Mark Mullins, trombone, vocals ; Gene Hicks, Rick Trolsen, trombone; Matt Perrine, sousaphone ; Bert Cotton, guitar ; Eric Bolivar, drums).
",N/A,"Porter, George, Jr.

Batiste, Russell, 1965-

Stoltz, Brian.

Bonerama (Musical group)

Porter Batiste Stoltz (Musical group)

"
"Cervantes' Masterpiece Ballroom [sound recording] / Bonerama & Porter Batiste Stoltz.
",N/A,"Alvin Bastiste, clarinet ; Edward Perkins, vocals (tracks 1, 4, 8 & 10) ; Branford Marsalis, saxophones (tracks 4, 8 & 10) ; Russell Malone, guitar (tracks 1, 3, 7 & 9) ; Lawrence Fields, piano ; Ricardo Rodriguez, bass ; Herlin Riley, drums.
","Disc 1: Porter Batiste Stoltz. Grits n hurricanes (7:51) -- Comin' at ya (9:16) -- Fire lamp : (aka Big chick) (6:03) -- Seven desires (7:31) -- Check out your mind (8:04) -- Tippi toes (2:15) -- People say (5:54) -- Tippi toes (1:53) -- Ouw (6:36) Disc 2: Tonerama. Peaches en regalia (8:16) -- Mr. Go (7:38) -- Yer blues (5:02) -- The mouse (6:18) -- Manic depression (6:25) -- Hang up the phone and drive (4:37) -- War pigs (with: Brian Stoltz, guitar and Russe;; Batiste, drums) (10:27) Disc 3: Bonerama & Porter Batiste Stoltz: Earl (8:16) -- Sprung monkey (9:54) -- I get high (7:29) -- Name up in lights (6:34) -- When my dreamboat comes home (8:06) -- Meters medley (13:35) -- Frankenstein (5:42) -- Denver jam (4:53) -- Frankenstein (2:24) -- I believe (5:39)
",N/A
"Marsalis Music honors Alvin Batiste [electronic resource].
",N/A,"Alvin Bastiste, clarinet ; Edward Perkins, vocals (tracks 1, 4, 8 & 10) ; Branford Marsalis, saxophones (tracks 4, 8 & 10) ; Russell Malone, guitar (tracks 1, 3, 7 & 9) ; Lawrence Fields, piano ; Ricardo Rodriguez, bass ; Herlin Riley, drums.
",N/A,N/A
"Marsalis Music honors Alvin Batiste [sound recording].
",N/A,N/A,N/A,N/A
"The next generation [sound recording] / Jesse McBride presents.
",N/A,"Adonis Rose & the N. O. Vaders (Adonis Rose, drums ; Leon Brown, trumpet, vocals ; Steve Walker, trombone ; Jason Stewart, bass ; Ian McFee or Derrick Doujet, tenor saxophone ; Fred Sanders or Jonathan Batiste, piano)
",N/A,N/A
"Untouchable [sound recording] / Adonis Rose & the N. O. Vaders.
",N/A,N/A,N/A,N/A
"New adventures [sound recording] / Victor Goines.
",N/A,N/A,"Stop 'n' go (5:50) -- Pres' new clarinet (6:33) -- The nearness of you / H. Carmichael (6:36) -- Eternal devotion (5:57) -- Cochise / A. Batiste (5:50) -- Waltz beneath the weeping willow (7:07) -- Petite fleur / S. Bechet (9:26) -- New adventures (9:17) -- As we mature (we learn to take our time) (7:39).
","Boutté, Teedy, singer.

Washington, Walter, performer.

Neville, Charmaine, singer.

Lemmler, Matt, instrumentalist.

Longstreth, Paul, performer.

Boutté, John, singer.

Umami (Musical group), performer.

Jonathan Batiste Trio, performer.

Cowboy Mouth (Musical group : New Orleans, La.), performer.

Arturo O'Farrill Quartet, performer.

WWOZ (Radio station : New Orleans, La.), sponsoring body.

"
"WWOZ on CD. The rebirth [sound recording].
",N/A,"Orleans Avenue (Troy Andrews, trombone, trumpet, vocals, keyboards, percussion ; James Martin, tenor sax, vocals ; Jonathan Batiste, keyboards ; Mike Ballard, bass ; Joey Peebles, drums, vocals) ; with special guests: Rebirth Brass Band ; Theresa Andersson, Karen Gant, 5th Ward Weebie, Cheeky Blakk, vocals ; June Yamagishi, guitar ; Big Chief Peppy, vocals, percussion.
","I love you more than you'll ever know (Teedy & Umami) (6:40) -- Green chimneys (The Jonathan Batiste Trio) (8:04) -- Voodoo shop (Cowboy Mouth) (6:42) -- Use me up (Walter ""Wolfman"" Washington) (12:46) -- I put a spell on you (Charmaine Neville) (7:54) -- Jitterbug waltz (Matt Lemmler) (6:19) -- Chinas y criollas (Arturo O'Farrill Quartet) (9:31) -- How they gonna let us drown? (Paul Longstreth) (4:00) -- Louisiana 1927 (John Boutté) (7:16).
",N/A
"Orleans & Claiborne [sound recording] / Troy ""Trombone Shorty"" Andrews & Orleans Avenue.
",N/A,"Hot 8 (Bennie ""Big Peter"" Pete, tuba & vocals ; Dinerral ""Dic"" Shavers, snare drum, percussion & vocals ; Harry ""Swamp Thang"" Cook, bass drum & vocals ; Joseph ""Shot Gun Joe"" Williams, Keith ""Wolf"" Anderson, Jerome ""Bay Bay"" Jones, Jerreau ""Cousin"" Fournett, trombone & vocals ; Alvarez ""B.I.G. Al"" Huntley, Terrell ""Burger"" Batiste, Raymond ""Dr. Rackle"" Williams, trumpet & vocals ; Wendell ""Cliff"" Stewart, saxophone & vocals ; Becky Lou, percussion) ; featuring 5th Ward Weebie ; Ziggly Wiggly ; Roderick Paulin.
",N/A,N/A
"Rock with the Hot 8 [sound recording].
",N/A,"Lionel Batiste, vocals ; Evan Christopher, clarinet ; Tom Fischer, saxophone & clarinet ; Lars Edegran, tenor guitar ; Steve Blailock, guitar ; Mark Brooks, bass.
",N/A,N/A
"Uncle Lionel [sound recording].
",N/A,N/A,N/A,N/A
"You don't know what love is [sound recording] / Marlon Jordan featuring Stephanie Jordan.
","Batiste, Alvin.

","James ""12"" Andrews, trumpet, vocals ; Troy ""Trombone Shorty"" Andrews, trombone ; Dr. John, Fender Rhodes, vocals on Liza Jane ; Stanton Moore, drums ; Mark Brooks, bass ; June Yamagishi, guitars ; with Cyril Neville, vocals on Liza Jane & Closer walk, tambourine ; Karen Gant, vocals on Paper moon.  On Zulu king: Troy Andrews, trombone, trumpet, sousaphone, drums ; James Andrews, vocals ; Donald Harrison, Jr., saxophone ; Big Chief Monk Boudreaux, vocals ; Damon Batiste, percussion.
","My favorite things / Oscar Hammerstein II (featuring Edward Kidd Jordan on saxophone) (6:29) -- All blues / Miles Davis (featuring Alvin Batiste on clarinet) (9:17) -- You don't know what love is / Don Raye ; Gene DePaul (6:18) -- Joey / Frank Loesser)  (4:44) -- Flamingo / Ted Grouya ; Ed Anderson (Jonathan Bloom on percussion) (6:17) -- Portrait  / unknown (featuring Maynard Chatters on trombone) (6:06) -- You leave me breathless / Ralph Freed ; Frederick Hollander (featuring Alvin Batiste on clarinet) (4:28) -- Now baby, or never / unknown (featuring Kent Jordan on piccolo and Mark Chatters on trumpet) (5:51).
","Andrews, Troy.

John, Dr., 1940-

Moore, Stanton.

Brooks, Mark Steven.

Yamagishi, June.

Neville, Cyril, 1948-

Gant, Karen.

Harrison, Donald, 1960-

Boudreaux, Joseph, 1941-

Batiste, Damon.

"
